"","hlcit","impl_ag","src_ag","vdc","action","desc","target","no_actions","no_hh","ave_cost","hazard","exposure","housing","poverty","vulnerability","severity","degree"
"914",524204205003,"Concern Worldwide","","Mahadevdanda","Distribution","Household kits (excluding tarpaulins)","All / Blanket",260,260,NA,0.021453277,0.039766139,5.191504838,6.547619048,5.869561943,0.171081974,210
"915",524204205018,"Concern Worldwide","","Tosarangkhola","Distribution","Household kits (excluding tarpaulins)","",383,383,NA,0.035901469,0.02028801,5.191504838,6.547619048,5.869561943,0.162300224,215
"916",524204205045,"Concern Worldwide","","Amale","Distribution","Tarpaulin","",375,375,NA,4.822834095,0.023178974,5.191504838,6.547619048,5.869561943,0.868961914,222
"917",524204205007,"Concern Worldwide","","Arunthakur","Distribution","Tarpaulin","All / Blanket",304,304,NA,0.01813865,0.059110998,5.191504838,6.547619048,5.869561943,0.18462605,135
"918",524204205012,"Concern Worldwide","","Bahuntilpung","Distribution","Tarpaulin","All / Blanket",212,212,NA,0.030176404,0.031944133,5.191504838,6.547619048,5.869561943,0.178191955,116
"919",524204205028,"Concern Worldwide","","Balajor","Distribution","Tarpaulin","",299,299,NA,0.061365989,0.044676678,5.191504838,6.547619048,5.869561943,0.252467087,99
"920",524204205039,"Concern Worldwide","","Hariharpurgadhi","Distribution","Tarpaulin","All / Blanket",605,605,NA,3.938683537,0.048633814,5.191504838,6.547619048,5.869561943,1.039836449,353
"921",524204205032,"Concern Worldwide","","Jarayotar","Distribution","Tarpaulin","All / Blanket",232,232,NA,0.0349081855,0.0564711985,4.9293054885,5.796703297,5.3630043925,0.1892144645,102
"922",524204205004,"Concern Worldwide","","Ratnawati","Distribution","Tarpaulin","",438,438,NA,0.015072994,0.028140772,5.191504838,6.547619048,5.869561943,0.135533631,210
"923",524204205049,"Concern Worldwide","","Tamajor","Distribution","Tarpaulin","All / Blanket",442,442,NA,3.387267635,0.024050364,5.191504838,6.547619048,5.869561943,0.781973953,191
"924",524204205022,"Concern Worldwide","","Bitijor Bagaincha","Distribution","Tarpaulin","All / Blanket",293,293,NA,0.090468549,0.019908699,5.191504838,6.547619048,5.869561943,0.219473487,210
"925",524204205009,"Concern Worldwide","","Kakur Thakur","Distribution","Tarpaulin","All / Blanket",95,95,NA,0.033271019,0.056250788,5.191504838,6.547619048,5.869561943,0.222296932,210
"926",524204205003,"Concern Worldwide","","Mahadevdanda","Distribution","Tarpaulin","All / Blanket",260,260,NA,0.021453277,0.039766139,5.191504838,6.547619048,5.869561943,0.171081974,210
"927",524204205018,"Concern Worldwide","","Tosarangkhola","Distribution","Tarpaulin","",378,383,NA,0.035901469,0.02028801,5.191504838,6.547619048,5.869561943,0.162300224,215
"928",524205235060,"Concern Worldwide","","Talamarang","Distribution","Blankets","All / Blanket",1758,879,NA,0.873852889,0.032200424,6.852053081,6.572039072,6.712046076,0.573744164,215
"929",524205235060,"Concern Worldwide","","Talamarang","Distribution","Household kits (excluding tarpaulins)","All / Blanket",879,879,NA,0.873852889,0.032200424,6.852053081,6.572039072,6.712046076,0.573744164,215
"930",524205235060,"Concern Worldwide","","Talamarang","Distribution","Tarpaulin","All / Blanket",879,879,NA,0.873852889,0.032200424,6.852053081,6.572039072,6.712046076,0.573744164,215
"931",524307365009,"CRS-Caritas","","Taple","Cash","Unconditional Cash","",18990000,1266,15000,1.681581834,0.046091406,6.441465148,5.213675214,5.827570181,0.767258705,99
"932",524307365019,"CRS-Caritas","","Hansapur","Cash","Conditional Cash","",NA,90,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"933",524307365005,"CRS-Caritas","","Bungkot","Cash","Unconditional Cash","",23055000,1537,15000,3.205998051,0.064175311,6.441465148,5.213675214,5.827570181,1.062362952,215
"934",524307365029,"CRS-Caritas","","Gaikhur","Cash","Unconditional Cash","",19110000,1274,15000,1.4275898,0.051288991,6.441465148,5.213675214,5.827570181,0.752844071,210
"935",524307365024,"CRS-Caritas","","Thalajung","Cash","Unconditional Cash","",4500000,300,15000,1.402797895,0.027935739,6.441465148,5.213675214,5.827570181,0.611243507,210
"936",524307365018,"CRS-Caritas","","Amppipal","Cash","Unconditional Cash","",19035000,1269,15000,1.421781467,0.041303887,6.441465148,5.213675214,5.827570181,0.699472149,210
"937",524307365031,"CRS-Caritas","","Palungtar","Cash","Unconditional Cash","",29190000,1946,15000,1.489896828,0.083479163,6.441465148,5.213675214,5.827570181,0.898270763,233
"938",524307365027,"CRS-Caritas","","Chyangling","Cash","Unconditional Cash","",25725000,1715,15000,1.678348231,0.064441854,6.441465148,5.213675214,5.827570181,0.857391562,210
"939",524205305004,"CRS-Caritas","","Satyadevi","Distribution","Blankets","",1766,883,NA,0.820414925,0.034055972,6.817638797,5.152625153,5.985131975,0.550934777,210
"940",524205305004,"CRS-Caritas","","Satyadevi","Distribution","Household kits (excluding tarpaulins)","",883,883,NA,0.820414925,0.034055972,6.817638797,5.152625153,5.985131975,0.550934777,210
"941",524205305004,"CRS-Caritas","","Satyadevi","Distribution","Tarpaulin","",883,883,NA,0.820414925,0.034055972,6.817638797,5.152625153,5.985131975,0.550934777,210
"942",524307365010,"CRS-Caritas","","Bakrang","Distribution","Blankets","",840,420,NA,3.06317062,0.030949723,6.441465148,5.213675214,5.827570181,0.820550198,0
"943",524307365012,"CRS-Caritas","","Ghyalchok","Distribution","Blankets","",3026,1513,NA,2.973086727,0.061017804,6.441465148,5.213675214,5.827570181,1.018709966,210
"944",524307365015,"CRS-Caritas","","Manakamana","Distribution","Blankets","",2404,1202,NA,NA,NA,NA,NA,NA,NA,210
"945",524307365007,"CRS-Caritas","","Namjung","Distribution","Blankets","",1810,905,NA,2.014952454,0.031318782,6.441465148,5.213675214,5.827570181,0.716449736,276
"946",524307365009,"CRS-Caritas","","Taple","Distribution","Blankets","",2404,1202,NA,1.681581834,0.046091406,6.441465148,5.213675214,5.827570181,0.767258705,99
"947",524307365005,"CRS-Caritas","","Bungkot","Distribution","Blankets","",3464,1732,NA,3.205998051,0.064175311,6.441465148,5.213675214,5.827570181,1.062362952,215
"948",524307365017,"CRS-Caritas","","Mumlichok","Distribution","Blankets","",1440,720,NA,2.966297997,0.036342089,6.441465148,5.213675214,5.827570181,0.856454037,283
"949",524307365022,"CRS-Caritas","","Kerabari","Distribution","Blankets","",1176,294,NA,NA,NA,NA,NA,NA,NA,297
"950",524307365023,"CRS-Caritas","","Kharibot","Distribution","Blankets","",2304,576,NA,0.888190489,0.025147291,6.441465148,5.213675214,5.827570181,0.50679028,291
"951",524307365019,"CRS-Caritas","","Hansapur","Distribution","Blankets","",868,434,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"952",524307365040,"CRS-Caritas","","Lho","Distribution","CGI Bundle (72ft/bundle)","",70,70,NA,0.202719898,0.007288921,6.441465148,5.213675214,5.827570181,0.204966262,187
"953",524307365022,"CRS-Caritas","","Kerabari","Distribution","CGI Bundle (72ft/bundle)","",294,294,NA,NA,NA,NA,NA,NA,NA,297
"954",524307365023,"CRS-Caritas","","Kharibot","Distribution","CGI Bundle (72ft/bundle)","",576,576,NA,0.888190489,0.025147291,6.441465148,5.213675214,5.827570181,0.50679028,291
"955",524307365019,"CRS-Caritas","","Hansapur","Distribution","CGI Bundle (72ft/bundle)","",434,434,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"956",524307365022,"CRS-Caritas","","Kerabari","Distribution","Construction Materials","",294,294,NA,NA,NA,NA,NA,NA,NA,297
"957",524307365023,"CRS-Caritas","","Kharibot","Distribution","Construction Materials","",576,576,NA,0.888190489,0.025147291,6.441465148,5.213675214,5.827570181,0.50679028,291
"958",524307365019,"CRS-Caritas","","Hansapur","Distribution","Construction Materials","",434,434,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"959",524307365010,"CRS-Caritas","","Bakrang","Distribution","Household kits (excluding tarpaulins)","",783,783,NA,3.06317062,0.030949723,6.441465148,5.213675214,5.827570181,0.820550198,0
"960",524307365012,"CRS-Caritas","","Ghyalchok","Distribution","Household kits (excluding tarpaulins)","",1513,1513,NA,2.973086727,0.061017804,6.441465148,5.213675214,5.827570181,1.018709966,210
"961",524307365015,"CRS-Caritas","","Manakamana","Distribution","Household kits (excluding tarpaulins)","",1202,1202,NA,NA,NA,NA,NA,NA,NA,210
"962",524307365007,"CRS-Caritas","","Namjung","Distribution","Household kits (excluding tarpaulins)","",905,905,NA,2.014952454,0.031318782,6.441465148,5.213675214,5.827570181,0.716449736,276
"963",524307365009,"CRS-Caritas","","Taple","Distribution","Household kits (excluding tarpaulins)","",1210,1210,NA,1.681581834,0.046091406,6.441465148,5.213675214,5.827570181,0.767258705,99
"964",524307365005,"CRS-Caritas","","Bungkot","Distribution","Household kits (excluding tarpaulins)","",1732,1732,NA,3.205998051,0.064175311,6.441465148,5.213675214,5.827570181,1.062362952,215
"965",524307365017,"CRS-Caritas","","Mumlichok","Distribution","Household kits (excluding tarpaulins)","",720,720,NA,2.966297997,0.036342089,6.441465148,5.213675214,5.827570181,0.856454037,283
"966",524307365040,"CRS-Caritas","","Lho","Distribution","Household kits (excluding tarpaulins)","",44,22,NA,0.202719898,0.007288921,6.441465148,5.213675214,5.827570181,0.204966262,187
"967",524307365022,"CRS-Caritas","","Kerabari","Distribution","Household kits (excluding tarpaulins)","",294,294,NA,NA,NA,NA,NA,NA,NA,297
"968",524307365023,"CRS-Caritas","","Kharibot","Distribution","Household kits (excluding tarpaulins)","",576,576,NA,0.888190489,0.025147291,6.441465148,5.213675214,5.827570181,0.50679028,291
"969",524307365019,"CRS-Caritas","","Hansapur","Distribution","Household kits (excluding tarpaulins)","",434,434,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"970",524307365010,"CRS-Caritas","","Bakrang","Distribution","Tarpaulin","",783,783,NA,3.06317062,0.030949723,6.441465148,5.213675214,5.827570181,0.820550198,0
"971",524307365066,"CRS-Caritas","","Ghyachok","Distribution","Tarpaulin","",450,450,NA,0.804865734,0.020472539,6.441465148,5.213675214,5.827570181,0.457924861,0
"972",524307365012,"CRS-Caritas","","Ghyalchok","Distribution","Tarpaulin","",1513,1513,NA,2.973086727,0.061017804,6.441465148,5.213675214,5.827570181,1.018709966,210
"973",524307365015,"CRS-Caritas","","Manakamana","Distribution","Tarpaulin","",1202,1202,NA,NA,NA,NA,NA,NA,NA,210
"974",524307365007,"CRS-Caritas","","Namjung","Distribution","Tarpaulin","",905,905,NA,2.014952454,0.031318782,6.441465148,5.213675214,5.827570181,0.716449736,276
"975",524307365009,"CRS-Caritas","","Taple","Distribution","Tarpaulin","",1210,1210,NA,1.681581834,0.046091406,6.441465148,5.213675214,5.827570181,0.767258705,99
"976",524307365005,"CRS-Caritas","","Bungkot","Distribution","Tarpaulin","",1732,1732,NA,3.205998051,0.064175311,6.441465148,5.213675214,5.827570181,1.062362952,215
"977",524307365017,"CRS-Caritas","","Mumlichok","Distribution","Tarpaulin","",720,720,NA,2.966297997,0.036342089,6.441465148,5.213675214,5.827570181,0.856454037,283
"978",524307365040,"CRS-Caritas","","Lho","Distribution","Tool kits and fixings","",14,55,NA,0.202719898,0.007288921,6.441465148,5.213675214,5.827570181,0.204966262,187
"979",524307365022,"CRS-Caritas","","Kerabari","Distribution","Tool kits and fixings","",74,294,NA,NA,NA,NA,NA,NA,NA,297
"980",524307365023,"CRS-Caritas","","Kharibot","Distribution","Tool kits and fixings","",143,570,NA,0.888190489,0.025147291,6.441465148,5.213675214,5.827570181,0.50679028,291
"981",524307365019,"CRS-Caritas","","Hansapur","Distribution","Tool kits and fixings","",109,434,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"982",524307365040,"CRS-Caritas","","Lho","Distribution","CGI Bundle (72ft/bundle)","",114,114,NA,0.202719898,0.007288921,6.441465148,5.213675214,5.827570181,0.204966262,187
"983",524307365041,"CRS-Caritas","","Prok","Distribution","CGI Bundle (72ft/bundle)","",219,219,NA,0.334528179,0.005894697,6.441465148,5.213675214,5.827570181,0.225663111,293
"984",524307365035,"CRS-Caritas","","Simjung","Distribution","CGI Bundle (72ft/bundle)","",42,42,NA,1.022463998,0.038084869,6.441465148,5.213675214,5.827570181,0.609952481,0
"985",524307365035,"CRS-Caritas","","Simjung","Distribution","Construction Materials","",42,42,NA,1.022463998,0.038084869,6.441465148,5.213675214,5.827570181,0.609952481,0
"986",524307365040,"CRS-Caritas","","Lho","Distribution","Tool kits and fixings","",29,114,NA,0.202719898,0.007288921,6.441465148,5.213675214,5.827570181,0.204966262,187
"987",524307365041,"CRS-Caritas","","Prok","Distribution","Tool kits and fixings","",55,219,NA,0.334528179,0.005894697,6.441465148,5.213675214,5.827570181,0.225663111,293
"988",524307365035,"CRS-Caritas","","Simjung","Distribution","Tool kits and fixings","",10,42,NA,1.022463998,0.038084869,6.441465148,5.213675214,5.827570181,0.609952481,0
"989",524307365019,"CRS-Caritas","","Hansapur","Distribution","Blankets","",1252,626,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"990",524307365019,"CRS-Caritas","","Hansapur","Distribution","CGI Bundle (72ft/bundle)","",675,675,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"991",524307365019,"CRS-Caritas","","Hansapur","Distribution","Construction Materials","",626,626,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"992",524307365019,"CRS-Caritas","","Hansapur","Distribution","Construction Materials","",49,49,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"993",524307365019,"CRS-Caritas","","Hansapur","Distribution","Household kits (excluding tarpaulins)","",626,626,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"994",524307365019,"CRS-Caritas","","Hansapur","Distribution","Tool kits and fixings","",169,626,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"995",524307375019,"CRS-Caritas","","Dhamilikuwa","Distribution","Blankets","",2490,1245,NA,0.860670489,0.045363539,5.97793252,3.199023199,4.58847786,0.563729583,276
"996",524307375027,"CRS-Caritas","","Pyarjung","Distribution","Blankets","",964,482,NA,0.54227648,0.017827614,5.97793252,3.199023199,4.58847786,0.353992625,323
"997",524307375029,"CRS-Caritas","","Tarkughat","Distribution","Blankets","",1556,778,NA,0.356437616,0.029658015,5.97793252,3.199023199,4.58847786,0.364696352,136
"998",524307375026,"CRS-Caritas","","Mohariyakot","Distribution","Blankets","",1186,593,NA,0.361746635,0.023260987,5.97793252,3.199023199,4.58847786,0.337987337,118
"999",524307375019,"CRS-Caritas","","Dhamilikuwa","Distribution","Household kits (excluding tarpaulins)","",1245,1245,NA,0.860670489,0.045363539,5.97793252,3.199023199,4.58847786,0.563729583,276
"1000",524307375027,"CRS-Caritas","","Pyarjung","Distribution","Household kits (excluding tarpaulins)","",482,482,NA,0.54227648,0.017827614,5.97793252,3.199023199,4.58847786,0.353992625,323
"1001",524307375029,"CRS-Caritas","","Tarkughat","Distribution","Household kits (excluding tarpaulins)","",778,778,NA,0.356437616,0.029658015,5.97793252,3.199023199,4.58847786,0.364696352,136
"1002",524307375026,"CRS-Caritas","","Mohariyakot","Distribution","Household kits (excluding tarpaulins)","",593,593,NA,0.361746635,0.023260987,5.97793252,3.199023199,4.58847786,0.337987337,118
"1003",524307375019,"CRS-Caritas","","Dhamilikuwa","Distribution","Tarpaulin","",1245,1245,NA,0.860670489,0.045363539,5.97793252,3.199023199,4.58847786,0.563729583,276
"1004",524307375027,"CRS-Caritas","","Pyarjung","Distribution","Tarpaulin","",482,482,NA,0.54227648,0.017827614,5.97793252,3.199023199,4.58847786,0.353992625,323
"1005",524307375029,"CRS-Caritas","","Tarkughat","Distribution","Tarpaulin","",778,778,NA,0.356437616,0.029658015,5.97793252,3.199023199,4.58847786,0.364696352,136
"1006",524307375026,"CRS-Caritas","","Mohariyakot","Distribution","Tarpaulin","",593,593,NA,0.361746635,0.023260987,5.97793252,3.199023199,4.58847786,0.337987337,118
"1007",524204225029,"CWIN-TUKI","FORUT/NORAD","Alambu","Distribution","Tarpaulin","All / Blanket",690,685,NA,0.416604536,0.01848372,7.531331947,5.860805861,6.696068904,0.372201194,330
"1008",524204225039,"CWIN-TUKI","FORUT/NORAD","Bigu","Distribution","Tarpaulin","All / Blanket",729,729,NA,0.553688107,0.016525655,7.531331947,5.860805861,6.696068904,0.394228423,99
"1009",524204225034,"CWIN-TUKI","FORUT/NORAD","Babare","Distribution","Tarpaulin","All / Blanket",1220,1208,NA,0.459772046,0.036219069,7.531331947,5.860805861,6.696068904,0.481319276,118
"1010",524204225040,"CWIN-TUKI","FORUT/NORAD","Chilangkha","Distribution","Tarpaulin","All / Blanket",842,830,NA,0.53531398,0.029473486,7.531331947,5.860805861,6.696068904,0.472737441,99
"1011",524204225041,"CWIN-TUKI","FORUT/NORAD","Kalinchok","Distribution","Tarpaulin","All / Blanket",714,714,NA,0.612092922,0.028766122,7.531331947,5.860805861,6.696068904,0.490350019,136
