vdc,hazard,exposure,housing,poverty,vulnerability,severity,sev_norm,sev_cat
BahuwaMadanpur,0.184777849,0.024747476,4.379973535,9.136141636,6.758057585,0.313810572,0.643600731,Medium-Low
Simardahi,0.090611715,0.052662712,4.32799056,8.623321123,6.475655842,0.313803013,0.643585227,Medium-Low
Makrahar,0.033947024,0.169295702,7.805050193,2.945665446,5.375357819,0.313774999,0.643527774,Medium-Low
NauwakhorPrashahi,0.102893112,0.048080225,4.783111544,7.698412698,6.240762121,0.313711286,0.643397102,Medium-Low
Siddha,0.091274362,0.054200459,4.783111544,7.698412698,6.240762121,0.313711037,0.643396593,Medium-Low
Mudali,0.093999648,0.059972136,4.845363346,6.065323565,5.455343456,0.313304005,0.642561803,Medium-Low
Kabahijabdi,0.115752646,0.043743779,4.928831353,7.200854701,6.064843027,0.313152292,0.642250651,Medium-Low
Hariharpur,0.089980666,0.05595349,4.928831353,7.200854701,6.064843027,0.312558982,0.641033818,Medium-Low
Bandhuwan,0.104917637,0.047957206,4.928831353,7.200854701,6.064843027,0.312493253,0.640899013,Medium-Low
Gadi,0.125161823,0.044676678,4.845363346,6.065323565,5.455343456,0.312457978,0.640826668,Medium-Low
FatuhaMaheshpur,0.095608432,0.047208835,4.379973535,9.136141636,6.758057585,0.312449947,0.640810197,Medium-Low
Pidariguthi,0.105692251,0.052888248,4.845363346,6.065323565,5.455343456,0.312421904,0.640752683,Medium-Low
Shyamgha,0.115625543,0.05016131,6.434894278,4.044566545,5.239730411,0.31206414,0.640018936,Medium-Low
RampurKhap,0.0836848,0.05364687,4.379973535,9.136141636,6.758057585,0.311892036,0.639665965,Medium-Low
Patharhati,0.104870615,0.047372862,4.928831353,7.200854701,6.064843027,0.31117235,0.638189946,Medium-Low
SirsiyaKhalwatola,0.090721406,0.060812771,4.845363346,6.065323565,5.455343456,0.311058606,0.637956665,Medium-Low
NagaDaha,0.120643666,0.03771581,7.160041941,6.059218559,6.60963025,0.310981851,0.637799246,Medium-Low
Jeetpur,0.103985416,0.052898499,4.845363346,6.065323565,5.455343456,0.310751067,0.637325927,Medium-Low
Hardiya,0.093447238,0.052877996,4.928831353,7.200854701,6.064843027,0.31061351,0.637043809,Medium-Low
Jarayotar,0.068125946,0.074939541,5.191504838,6.547619048,5.869561943,0.310605939,0.637028282,Medium-Low
Katari,0.045873019,0.197692764,2.563173352,4.041514042,3.302343697,0.310544223,0.636901707,Medium-Low
Pakalihawa,0.061155141,0.10717072,5.60905413,3.507326007,4.558190069,0.310289575,0.636379443,Medium-Low
Itaharwa,0.093107263,0.051268488,4.783111544,7.698412698,6.240762121,0.309996814,0.635779015,Medium-Low
Asanpur,0.040653309,0.132512791,3.056886828,7.973137973,5.515012401,0.309718204,0.635207606,Medium-Low
Tanahusur,0.194383202,0.029165936,6.434894278,4.044566545,5.239730411,0.309704749,0.635180012,Medium-Low
Golaganj,0.093772173,0.051975851,4.928831353,7.200854701,6.064843027,0.30919447,0.63413347,Medium-Low
Madhubani,0.10753419,0.043651514,4.208451337,8.351648352,6.280049845,0.308913098,0.633556398,Medium-Low
Manshingpatti,0.104528957,0.044953473,4.783111544,7.698412698,6.240762121,0.308375002,0.632452805,Medium-Low
Tribenisusta,0.064277497,0.10007658,5.60905413,3.507326007,4.558190069,0.308362303,0.632426762,Medium-Low
Gaunshahar,0.094253769,0.06777364,5.97793252,3.199023199,4.58847786,0.308325463,0.632351205,Medium-Low
Mathiya,0.070199185,0.061643155,4.379973535,9.136141636,6.758057585,0.30809142,0.631871202,Medium-Low
Mahuwan,0.107942457,0.049587217,4.845363346,6.065323565,5.455343456,0.307936649,0.631553777,Medium-Low
Kapilbastu N. P.,0.013807835,0.31193712,6.835720944,6.642246642,6.738983793,0.307323441,0.630296137,Medium-Low
Baniniya,0.124304416,0.037377506,4.783111544,7.698412698,6.240762121,0.30721671,0.630077239,Medium-Low
Uchidiha,0.094091102,0.05078666,4.928831353,7.200854701,6.064843027,0.30716561,0.629972439,Medium-Low
Khesarhiya,0.136996329,0.031226517,4.379973535,9.136141636,6.758057585,0.306915006,0.629458469,Medium-Low
Barainiya,0.09022522,0.052744725,4.928831353,7.200854701,6.064843027,0.306743603,0.629106935,Medium-Low
Ajagabi,0.110026846,0.038802485,4.379973535,9.136141636,6.758057585,0.306709124,0.629036222,Medium-Low
SugaMadhukarahi,0.100464224,0.046009393,4.783111544,7.698412698,6.240762121,0.306689227,0.628995414,Medium-Low
Karahiya,0.028588733,0.187338601,7.805050193,2.945665446,5.375357819,0.306485443,0.62857747,Medium-Low
Fulbariya,0.050041904,0.104259252,3.056886828,7.973137973,5.515012401,0.306430254,0.628464281,Medium-Low
Lakhanpur,0.1036225,0.050868673,4.845363346,6.065323565,5.455343456,0.306367147,0.628334853,Medium-Low
PipradhiGoth,0.088684532,0.053380327,4.928831353,7.200854701,6.064843027,0.306207782,0.628008008,Medium-Low
Lagmagadhaguthi,0.084137465,0.054641279,4.783111544,7.698412698,6.240762121,0.306137105,0.627863054,Medium-Low
Arnamalalpur,0.054839833,0.094735472,3.056886828,7.973137973,5.515012401,0.305997876,0.627577507,Medium-Low
Khairenitar,0.050207801,0.108862241,6.434894278,4.044566545,5.239730411,0.30595142,0.62748223,Medium-Low
JhojhiKataiya,0.102831517,0.044615169,4.783111544,7.698412698,6.240762121,0.305925353,0.627428769,Medium-Low
Majhariya,0.098256597,0.047936702,4.928831353,7.200854701,6.064843027,0.305691347,0.626948841,Medium-Low
Farpu,0.2000196,0.021507956,7.160041941,6.059218559,6.60963025,0.305222317,0.625986898,Medium-Low
ChoraKoilpur,0.094244138,0.048316013,4.783111544,7.698412698,6.240762121,0.305160058,0.625859209,Medium-Low
Bijulikot,0.082457259,0.051852831,7.160041941,6.059218559,6.60963025,0.304597391,0.624705223,Medium-Low
Dharhari,0.14347702,0.029145433,4.379973535,9.136141636,6.758057585,0.304596504,0.624703405,Medium-Low
Kotdarbar,0.095396876,0.056507079,6.434894278,4.044566545,5.239730411,0.304543021,0.624593715,Medium-Low
BanauliDonauli,0.092757413,0.046921789,4.32799056,8.623321123,6.475655842,0.304323612,0.624143724,Medium-Low
BishnupurPra.Ma.,0.098784758,0.051463269,3.056886828,7.973137973,5.515012401,0.303793119,0.623055726,Medium-Low
Rajdevi,0.091527458,0.045322532,4.379973535,9.136141636,6.758057585,0.303782313,0.623033562,Medium-Low
Mithileswormauwahi,0.113160317,0.039602113,4.783111544,7.698412698,6.240762121,0.303540548,0.622537722,Medium-Low
Amarpatti,0.100135701,0.050960938,4.845363346,6.065323565,5.455343456,0.303074562,0.62158202,Medium-Low
Goljung,0.418680771,0.009964601,5.456937224,7.857142857,6.657040041,0.302836371,0.621093511,Medium-Low
Rampur,0.099135535,0.042042005,7.160041941,6.059218559,6.60963025,0.30201602,0.619411035,Medium-Low
Kerbani,0.033887162,0.151099028,7.805050193,2.945665446,5.375357819,0.301926628,0.619227699,Medium-Low
Arnaha,0.107545888,0.040740046,4.208451337,8.351648352,6.280049845,0.301897468,0.619167895,Medium-Low
Dhorfirdi,0.042630278,0.122958256,6.434894278,4.044566545,5.239730411,0.301713634,0.618790865,Medium-Low
Bhedihari,0.085051081,0.059172508,4.845363346,6.065323565,5.455343456,0.301675914,0.618713504,Medium-Low
Sudama,0.101727292,0.042933898,4.208451337,8.351648352,6.280049845,0.301578446,0.618513605,Medium-Low
Harpatgunj,0.109842168,0.045609578,4.845363346,6.065323565,5.455343456,0.301219038,0.617776487,Medium-Low
Benauli,0.085861689,0.052365414,4.928831353,7.200854701,6.064843027,0.300991694,0.617310223,Medium-Low
Paterwa,0.109463516,0.040996337,4.928831353,7.200854701,6.064843027,0.30080012,0.616917319,Medium-Low
Devachuli,0.076755331,0.077594718,5.60905413,3.507326007,4.558190069,0.300546064,0.616396271,Medium-Low
Dewapur,0.092061952,0.048346768,4.928831353,7.200854701,6.064843027,0.299977764,0.615230732,Medium-Low
Suganikash,0.100797589,0.042841634,4.783111544,7.698412698,6.240762121,0.299813556,0.614893956,Medium-Low
DeuriParbaha,0.097556055,0.044164096,4.783111544,7.698412698,6.240762121,0.299585232,0.614425681,Medium-Low
ThillaYaduwa,0.119465323,0.036055043,4.783111544,7.698412698,6.240762121,0.299558631,0.614371123,Medium-Low
Bairiya,0.075679816,0.052262897,4.379973535,9.136141636,6.758057585,0.29899584,0.613216884,Medium-Low
ShankarNagar,0.021610741,0.229934195,7.805050193,2.945665446,5.375357819,0.298923597,0.61306872,Medium-Low
Kudawa,0.102454387,0.042677607,4.928831353,7.200854701,6.064843027,0.298206242,0.61159748,Medium-Low
Rupauliya,0.06613517,0.087918126,5.60905413,3.507326007,4.558190069,0.298149746,0.611481611,Medium-Low
Parewadada,0.21241251,0.027125858,5.97793252,3.199023199,4.58847786,0.297904736,0.610979115,Medium-Low
Suryapura,0.023074522,0.212957467,7.805050193,2.945665446,5.375357819,0.297813461,0.610791918,Medium-Low
Belaha,0.074680808,0.063970278,3.056886828,7.973137973,5.515012401,0.297562305,0.610276816,Medium-Low
Bhediyahi,0.110582746,0.03522466,4.379973535,9.136141636,6.758057585,0.297476061,0.610099937,Medium-Low
Achalgadh,0.105238246,0.039673875,4.208451337,8.351648352,6.280049845,0.297084803,0.609297498,Medium-Low
Gadhahal,0.131648109,0.032733509,4.928831353,7.200854701,6.064843027,0.296762431,0.608636338,Medium-Low
KhajuriChanha,0.068252536,0.06124334,4.783111544,7.698412698,6.240762121,0.296577657,0.608257382,Medium-Low
Bisarbhora,0.083059134,0.050304833,4.783111544,7.698412698,6.240762121,0.29653656,0.608173095,Medium-Low
Mali,0.136909069,0.028181778,7.531331947,5.860805861,6.696068904,0.29562433,0.606302183,Medium-Low
FulkahaKati,0.044233099,0.105612469,3.056886828,7.973137973,5.515012401,0.295349576,0.605738684,Medium-Low
Gamhariya,0.109589869,0.042810879,4.845363346,6.065323565,5.455343456,0.294701411,0.60440935,Medium-Low
Amarpatti,0.110085854,0.038320657,4.928831353,7.200854701,6.064843027,0.294664631,0.604333916,Medium-Low
TulsiyahiNikas,0.090857084,0.045086744,4.783111544,7.698412698,6.240762121,0.294588032,0.604176818,Medium-Low
ShreenagarBairiya,0.086861851,0.048510794,4.928831353,7.200854701,6.064843027,0.29455225,0.604103431,Medium-Low
Archalbot,0.338434361,0.016453894,5.97793252,3.199023199,4.58847786,0.294535237,0.604068539,Medium-Low
Kamahariya,0.024186052,0.196390805,7.805050193,2.945665446,5.375357819,0.294463299,0.603921,Medium-Low
RajbirajN. P.,0.016842422,0.386876661,1.169383003,6.666666667,3.918024835,0.294452169,0.603898172,Medium-Low
Nauthar,0.24359507,0.022789412,5.97793252,3.199023199,4.58847786,0.294232121,0.603446873,Medium-Low
Janakitala,0.103210714,0.045127751,4.845363346,6.065323565,5.455343456,0.293988397,0.602947014,Medium-Low
Gangapipara,0.109608293,0.034302011,4.379973535,9.136141636,6.758057585,0.293987115,0.602944384,Medium-Low
Panchanagar,0.054569726,0.100671175,5.60905413,3.507326007,4.558190069,0.292561011,0.600019557,Medium-Low
Andupatti,0.111596383,0.03591152,4.783111544,7.698412698,6.240762121,0.292442516,0.599776533,Medium-Low
Mudwalawa,0.083257439,0.044225606,4.379973535,9.136141636,6.758057585,0.291948496,0.598763338,Medium-Low
PiparaSimara,0.097996644,0.041836972,4.928831353,7.200854701,6.064843027,0.291875072,0.598612751,Medium-Low
Ekarahi,0.081889974,0.048633814,4.783111544,7.698412698,6.240762121,0.291833782,0.598528069,Medium-Low
Mikhampur,0.095003661,0.047916199,4.845363346,6.065323565,5.455343456,0.291752733,0.598361843,Medium-Low
Sukhipur,0.043412249,0.102926538,3.056886828,7.973137973,5.515012401,0.291001603,0.596821335,Medium-Low
Jamuniya,0.057055392,0.094571445,5.60905413,3.507326007,4.558190069,0.290814719,0.59643805,Low
Media,0.103454247,0.043097925,3.056886828,7.973137973,5.515012401,0.290792851,0.596393201,Low
Guthi Prasauni,0.067159569,0.080301152,5.60905413,3.507326007,4.558190069,0.290764046,0.596334124,Low
Rohuwa,0.123025582,0.03180061,4.208451337,8.351648352,6.280049845,0.290713135,0.596229709,Low
Bhisawa,0.076090306,0.058793197,4.845363346,6.065323565,5.455343456,0.290063333,0.594897017,Low
Sirthouli,0.052901327,0.078097048,5.191504838,6.547619048,5.869561943,0.289446937,0.593632837,Low
RampurBirta,0.085240742,0.051412011,3.056886828,7.973137973,5.515012401,0.289125303,0.592973191,Low
Brahmapuri,0.083863122,0.042575091,4.379973535,9.136141636,6.758057585,0.288967831,0.592650229,Low
Hariharpur,0.090660516,0.048777337,4.845363346,6.065323565,5.455343456,0.288947844,0.592609237,Low
PiparpatiParchrouwa,0.077054612,0.05159654,4.928831353,7.200854701,6.064843027,0.288899148,0.592509365,Low
Hathipurharbara,0.091016965,0.042431568,4.783111544,7.698412698,6.240762121,0.288857081,0.592423089,Low
NayaBelhani,0.041916367,0.125972241,5.60905413,3.507326007,4.558190069,0.288724501,0.592151179,Low
Basbitti,0.127544442,0.030221856,4.783111544,7.698412698,6.240762121,0.288673399,0.592046372,Low
Sunarpani,0.165617416,0.021948777,7.160041941,6.059218559,6.60963025,0.2885567,0.591807032,Low
ShankarSaraiya,0.105408819,0.041724204,4.845363346,6.065323565,5.455343456,0.288422433,0.59153166,Low
Prasauni,0.081159095,0.064831417,5.60905413,3.507326007,4.558190069,0.288384366,0.591453588,Low
Pachaharwa,0.097537512,0.038720471,4.783111544,7.698412698,6.240762121,0.286714713,0.588029262,Low
PakadiyaChikani,0.075491413,0.051391507,4.928831353,7.200854701,6.064843027,0.286551591,0.587694711,Low
Jaiamangalapur,0.0776449,0.055338391,4.845363346,6.065323565,5.455343456,0.286189604,0.586952304,Low
Dumriya(Paroha),0.077210417,0.044492149,4.379973535,9.136141636,6.758057585,0.285272816,0.585072043,Low
Sarswar,0.066351643,0.06335518,3.056886828,7.973137973,5.515012401,0.285141284,0.584802282,Low
Babuain,0.107466867,0.035460448,4.928831353,7.200854701,6.064843027,0.284847747,0.584200261,Low
Dhaubini,0.084023262,0.050263826,4.845363346,6.065323565,5.455343456,0.284550308,0.583590237,Low
Thuman,0.387832996,0.00889843,5.456937224,7.857142857,6.657040041,0.284280083,0.583036027,Low
ShambuBhagawatipur,0.058077498,0.074857528,6.434894278,4.044566545,5.239730411,0.283476747,0.581388449,Low
Nagardaha,0.113353559,0.036731652,4.845363346,6.065323565,5.455343456,0.283203906,0.580828874,Low
Pratappur,0.06544723,0.075872441,5.60905413,3.507326007,4.558190069,0.282871538,0.580147212,Low
Bijbaniya,0.105316787,0.039120286,4.845363346,6.065323565,5.455343456,0.282210979,0.578792458,Low
Madhurijabdi,0.110378822,0.033399867,4.928831353,7.200854701,6.064843027,0.281719353,0.577784173,Low
Barsunchet,0.86984836,0.004367202,5.913504002,5.848595849,5.881049925,0.281644033,0.577629697,Low
Bishunpur,0.083092365,0.044287116,4.928831353,7.200854701,6.064843027,0.281548161,0.57743307,Low
Nanupatti,0.097609773,0.036618884,4.783111544,7.698412698,6.240762121,0.281500181,0.577334667,Low
Gautari,0.106787495,0.037818326,3.056886828,7.973137973,5.515012401,0.281356142,0.577039254,Low
Inarwa,0.034762457,0.116089653,3.056886828,7.973137973,5.515012401,0.281287321,0.576898108,Low
Pigouna,0.091865101,0.036834168,4.32799056,8.623321123,6.475655842,0.279830509,0.573910301,Low
Chikana,0.10620981,0.037315996,3.056886828,7.973137973,5.515012401,0.279598854,0.573435196,Low
Dhore,0.080927799,0.049248913,4.845363346,6.065323565,5.455343456,0.279107919,0.572428327,Low
Chhatona,0.101631101,0.034014965,4.208451337,8.351648352,6.280049845,0.278967269,0.572139865,Low
Hanumannagar,0.058584149,0.067086779,3.056886828,7.973137973,5.515012401,0.278818244,0.571834225,Low
Batara,0.092175321,0.03871022,4.928831353,7.200854701,6.064843027,0.278667692,0.571525456,Low
Mahuwa(Pra.Khe),0.069683599,0.049740992,4.783111544,7.698412698,6.240762121,0.27862979,0.571447722,Low
SitapurPra.Da.,0.06418416,0.060864029,3.056886828,7.973137973,5.515012401,0.278256308,0.570681739,Low
Jahada,0.054184359,0.086718684,5.60905413,3.507326007,4.558190069,0.277710957,0.569563268,Low
Majhauliya,0.081408763,0.047659908,3.056886828,7.973137973,5.515012401,0.277623963,0.56938485,Low
Puspalpur,0.128752768,0.026592773,4.783111544,7.698412698,6.240762121,0.277493368,0.569117011,Low
GothKohelpur,0.088332648,0.038751226,4.783111544,7.698412698,6.240762121,0.277469197,0.569067437,Low
InaruwaN .P.,0.012999329,0.291700369,5.040702255,6.062271062,5.551486659,0.276114411,0.566288878,Low
ItariParsahi,0.090523441,0.04207276,3.056886828,7.973137973,5.515012401,0.275911318,0.565872351,Low
Dudharakchhe,0.019409588,0.20108606,7.805050193,2.945665446,5.375357819,0.275804843,0.565653978,Low
ChandraAyodhyapur,0.051391965,0.073924628,3.056886828,7.973137973,5.515012401,0.275683191,0.56540448,Low
Sabaithawa,0.083365838,0.045999141,4.845363346,6.065323565,5.455343456,0.275541264,0.565113398,Low
Swathi,0.042109567,0.108934003,5.60905413,3.507326007,4.558190069,0.275494049,0.565016564,Low
Beldari,0.067089183,0.051227481,4.928831353,7.200854701,6.064843027,0.27520629,0.564426394,Low
Sisahaniya,0.098725511,0.034804342,4.928831353,7.200854701,6.064843027,0.275186714,0.564386244,Low
Ramnagari,0.111463064,0.03416874,4.845363346,6.065323565,5.455343456,0.2749122,0.563823238,Low
Sikatahan,0.03547908,0.108359911,7.805050193,2.945665446,5.375357819,0.274420228,0.562814243,Low
Okhreni,0.086689256,0.03591152,7.160041941,6.059218559,6.60963025,0.274026193,0.562006107,Low
Kalyanpurkalabanzar,0.108167194,0.034127733,3.056886828,7.973137973,5.515012401,0.273054812,0.560013882,Low
Mahendranagar,0.015100509,0.242256675,5.040702255,6.062271062,5.551486659,0.272830054,0.55955292,Low
Surjaha,0.087193699,0.042605846,4.845363346,6.065323565,5.455343456,0.272641605,0.559166427,Low
Mirjapur,0.085062204,0.043354216,4.845363346,6.065323565,5.455343456,0.271975649,0.557800604,Low
Lakkad,0.076417812,0.041939489,4.783111544,7.698412698,6.240762121,0.271447046,0.55671648,Low
LaxmipurBelbichawa,0.080915438,0.036495864,4.379973535,9.136141636,6.758057585,0.271247436,0.556307097,Low
Deurali,0.08982517,0.033389615,7.160041941,6.059218559,6.60963025,0.270642216,0.555065838,Low
MalhaniyaKhori,0.08956103,0.040114695,3.056886828,7.973137973,5.515012401,0.270597029,0.554973163,Low
Rauwahi,0.093126396,0.03504013,4.928831353,7.200854701,6.064843027,0.27049092,0.554755541,Low
Navarajpur,0.040015869,0.08949688,3.056886828,7.973137973,5.515012401,0.270310062,0.554384616,Low
Sedhawa,0.108099,0.03348188,4.845363346,6.065323565,5.455343456,0.270282463,0.554328013,Low
ParsaPateli,0.081814505,0.03702895,4.32799056,8.623321123,6.475655842,0.269702612,0.553138785,Low
TulasiBarba,0.081174616,0.044225606,4.845363346,6.065323565,5.455343456,0.269549611,0.552824992,Low
Somani,0.06171879,0.069413903,5.60905413,3.507326007,4.558190069,0.269289095,0.552290694,Low
Chuchure,0.107759144,0.02695158,7.160041941,6.059218559,6.60963025,0.267755568,0.549145551,Low
Lahawarthakari,0.084456778,0.041396151,4.845363346,6.065323565,5.455343456,0.267180971,0.547967098,Low
Gonaha,0.025005204,0.141062665,7.805050193,2.945665446,5.375357819,0.266655138,0.546888655,Low
Bulingtar,0.112278075,0.036987943,5.60905413,3.507326007,4.558190069,0.26651144,0.546593942,Low
Bagahi,0.087212576,0.0357885,4.928831353,7.200854701,6.064843027,0.266510338,0.546591682,Low
Lakhouri,0.097042669,0.031236769,4.783111544,7.698412698,6.240762121,0.266453946,0.546476025,Low
Subarnapur,0.097798397,0.035388686,4.845363346,6.065323565,5.455343456,0.266280537,0.546120378,Low
Rudrapur,0.016563135,0.211686263,7.805050193,2.945665446,5.375357819,0.266122052,0.545795338,Low
Lampantar,0.052463197,0.060915288,5.191504838,6.547619048,5.869561943,0.265702462,0.544934792,Low
BhuwaneshoriGwaltar,0.152408263,0.020903109,5.191504838,6.547619048,5.869561943,0.265424919,0.544365573,Low
Tikuligadh,0.025656209,0.135588286,7.805050193,2.945665446,5.375357819,0.265424297,0.544364297,Low
Faleni,0.282239227,0.014403564,5.97793252,3.199023199,4.58847786,0.265207212,0.543919073,Low
